 This file is boot_run_var_incl.ou
 
The all records file is    boot_run.out
 Data file is    grk41t72.dat
 
 -------------------------------------------------------
 .. random seed ......................    -1665432
 .. prior ............................           9
 .. burn-in draws ....................      100000
 .. mc3 draws ............................      500000
 .. bootstrap data replicates ........        1000
 .. The number of top models to present ..          20
 _________________________________________________
*--------------------------------*
|    Sun Jun 07 20:08:22 2015    |
*--------------------------------*
 ===============================================
 Boostrap starts
 ===============================================
 -------------------------------------------------------------------------------
 ------
       Bootstrap.rep        GDPsh560            Confuncious         Life Exp            Equip Inv           SubSahara           Muslim              Rule of Law         Yrs Open            Eco Org             Protestants         NEquip Inv          Mining              LatAmerica          PrSc Enroll         Buddha              Bl Mkt Pm           Catholic            Civl Lib            Hindu               Pr Exports          Pol Rights          R FEX Dist          Age                 War Dummy           English %           Foreign %           Lab Force           Spanish Col         EthnoL Frac         std(BMP)            French Col          Abs Lat             Work/Pop            High Enroll         Pop g               Brit Col            Outwar Or           Jewish              Rev & Coup          %Publ Edu           Area        
 -------------------------------------------------------------------------------
 ------
  1         100.00000    92.13101   100.00000    10.43257    15.62538    93.78541    54.23644     7.13581    91.42447    17.30635    99.43244     6.52304     5.53126    13.37426    92.24547    97.28628     9.39251     3.18501    15.54080     5.07722     4.16301    82.36824     3.64850    13.14261     3.06751    89.98760    64.78698     4.91583     8.82214    75.94112    56.98264     3.78337     2.63303    10.20862     2.79715     8.76063     3.51264     3.32535    97.15170     9.49525    40.75997
  2         100.00000   100.00000    15.13851    99.99336    92.43515    99.48525    99.88218    92.04415     5.18830    27.98326    25.00077    91.89699    92.06014    99.97961    43.82386    32.20223     5.26431    98.68169   100.00000    80.61399    27.64548    73.01503     8.09074     3.40439    95.19550    75.66466   100.00000    99.88985    99.99997    34.41538    79.63951    81.81306    98.47933   100.00000    99.22354    92.18364    56.11264    22.28597     9.44062    11.65158    27.34981
  3         100.00000    97.07701    92.56582    78.76029    25.94834    83.09894    50.51032    77.67260    10.17097    45.31847    95.61398     7.51957     5.44496    64.77202    75.44128    20.19174    68.79747     2.89068    94.27747     8.00175     1.97040     2.45768     2.84344    34.46706     8.68631     2.15475     5.74478     4.29491    39.25491     4.65341    46.16642     8.55426     2.96397     6.49949    31.41850     9.63077     3.00788     4.81325     1.91926    11.03495     8.13779
  4         100.00000   100.00000   100.00000    98.06451    48.98507    97.83650    27.67203     8.49363    20.69516    17.78064    38.59671   100.00000     5.37599    98.36562    98.05575    99.99995    94.95858    58.79688    24.32913    97.81136    48.50565    56.18861    97.80229    39.00010    16.43484    14.09304    57.65671    97.83788    99.98218     4.09173    97.99420    15.64879    97.03693    97.83578    17.86590    20.99505    97.61745    28.90574    97.82783    84.93125    97.79608
  5         100.00000   100.00000    84.89275   100.00000     4.47528    98.95827    98.04920     8.22654     6.85149    99.99963    24.25718    98.09611    76.92048   100.00000    99.44083   100.00000    81.89098    99.51117   100.00000    99.99520    15.65381    10.63476    19.09064    14.40169     2.48816     4.13529   100.00000   100.00000    84.82485    13.53842    22.27224    12.00503    73.27775    98.95326     2.72329    99.99999   100.00000    97.13943    32.06314   100.00000     2.14443
  6          96.40491   100.00000    95.56779    94.30745    99.99401     8.10435    70.63719    29.31503    81.01612    99.98298    79.64075    85.34406    95.40598    98.06292    59.49098   100.00000     8.96152    18.49240   100.00000    26.41098    15.78892    10.39659    99.52020     4.67019    77.22660    33.39952   100.00000     5.74669     7.23884    75.48794     4.53224    29.70745    15.07627   100.00000     7.79403     9.30277    96.11698    20.98874    15.76388   100.00000     3.53946
  7          99.79494    99.99999    16.10089    99.99983    48.08284    47.93159    55.40569    46.50727    98.14945     3.95996   100.00000    16.29651    50.62819    10.47288     1.93883    14.37885     2.88900     8.56550    28.63300    40.82575    14.22353    43.57320     1.49221     2.60028     1.66297    87.25617    10.76988    19.62765     2.53143     2.51651     2.05576     9.54630    15.10098     2.97687     1.91637     1.77760     5.10524     1.60704     1.37380     2.19395     4.91995
  8         100.00000    99.86070   100.00000   100.00000   100.00000   100.00000   100.00000   100.00000   100.00000    98.46811   100.00000     5.25359   100.00000     3.60461   100.00000    99.53477   100.00000   100.00000     4.75678   100.00000   100.00000    85.06452   100.00000   100.00000     3.79539   100.00000     8.95713   100.00000     5.12253   100.00000   100.00000   100.00000   100.00000   100.00000    28.96417    85.80828    85.24202    27.20120   100.00000    99.86223    85.81472
